STATION CODE,LOCATIONS,STATE,TEMPERATURE_Min,TEMPERATURE_Max,DO_Min,DO_MAX,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,FecalStreptococci_Min,FecalStreptococci_Max
1012,BEAS AT 100M D/S INDUST. DISCH. GOINDWAL,PUNJAB,11,33,7.1,8.8,7.6,8.1,197,270,1,1.3,BDL,0.7,78,210,220,490,-,-,,,,,,
1696,"BEAS U/S GOINDWAL, PUNJAB",PUNJAB,10,32,0.3,8.9,7.8,8.1,190,268,1,1.3,BDL,0.7,68,200,150,450,-,-,,,,,,
1697,"BEAS AT HARIKE, PUNJAB",PUNJAB,14,34,7.3,9.1,7.7,8.2,192,280,1,1.2,BDL,0.8,70,210,170,480,-,-,,,,,,
3866,"MANALSU NALLAH BEFORE CONFLUENCE TO RIVER
BEAS",HIMACHAL PRADESH,3,11,8.8,11.2,7,8.5,29,430,BDL,1,BDL,0.73,12,46,46,210,2,2,,,,,,
3867,"SARVARI NALLAH BEFORE CONFLUENCE TO RIVER
BEAS",HIMACHAL PRADESH,5,18,8.7,10.7,7,7.8,119,187,BDL,BDL,0.35,0.58,-,-,0.35,0.58,23,63,,,,,,
3868,"BARAGRAM NALLAH BEFORE CONFLUENCE TO RIVER
BEAS",HIMACHAL PRADESH,3,11,8.9,11.2,6.9,8.1,39,110,BDL,BDL,0.37,0.66,-,-,0.37,0.66,21,58,,,,,,
1867,"SUTLEJ RIVER B/C WITH RIVER SPITI AT KHAB, DISTT. KINNAUR",HIMACHAL PRADESH,6,9,9,9.5,7.2,8.4,962,4420,BDL,BDL,BDL,0.5,20,94,140,540,-,-,,,,,,
2611,SUTLEJ AT KHAB,HIMACHAL PRADESH,6,9,9,9.6,7.2,8.4,355,3351,BDL,BDL,BDL,0.72,17,120,140,540,-,-,,,,,,
3872,SUTLEJ RIVER D/S TIDONG HEP,HIMACHAL PRADESH,7,11,7.8,9.4,7.6,8.4,228,3843,BDL,1,BDL,0.96,7,84,210,540,2,2,,,,,,
4448,RIVER SUTLEJ U/S CONFLUENCES OF RIVER TIDONG,HIMACHAL PRADESH,7,11,8.1,9.4,7.4,8.5,348,4317,BDL,1,BDL,0.61,7,39,170,430,2,2,,,,,,
4449,RIVER SUTLEJ D/S CONFLUENCES OF RIVER TIDONG,HIMACHAL PRADESH,7,11,8,9.3,7.7,8.5,338,4235,BDL,1,BDL,0.55,11,54,170,540,2,2,,,,,,
4452,RIVER SUTLEJ U/S CONFLUENCES OF RIVER BASPA,HIMACHAL PRADESH,7,12,8.5,9.6,7.5,8.7,170,4165,BDL,1,BDL,0.47,9,79,170,920,2,2,,,,,,
3871,SUTLEJ RIVER D/S POWER HOUSE KASHANG HEP,HIMACHAL PRADESH,7,12,8.2,9,7.5,8.4,359,4304,BDL,1,BDL,0.56,7,47,130,540,2,2,,,,,,
3870,RIVER SUTLEJ AT KARCHAM DRAIN,HIMACHAL PRADESH,8,12,8,9,7.8,8.6,124,4180,BDL,1,BDL,0.58,5,70,49,920,2,2,,,,,,
1389,SUTLEJ AT NEPTHA ZAKHAI,HIMACHAL PRADESH,8,12,8,9,7.3,8.3,161,3698,BDL,1.4,BDL,0.69,14,110,140,920,2,2,,,,,,
3869,"SUTLEJ RIVER D/S TRT OF RAMPUR HYDEL ELECTRIC
PROJECT",HIMACHAL PRADESH,8,15,8.2,8.7,7.3,8.4,145,3828,BDL,1.1,0.26,1.06,11,700,180,920,2,14,,,,,,
1086,SUTLEJ AT U/S RAMPUR,HIMACHAL PRADESH,8,14,8.4,9.1,7.4,8.4,152,2923,BDL,1.1,BDL,0.56,22,150,140,920,2,2,,,,,,
1087,SUTLEJ AT D/S RAMPUR,HIMACHAL PRADESH,8.9,14,5,9.2,7.1,8.4,147,3759,BDL,1.6,BDL,0.92,2,170,39,1600,2,4,,,,,,
1013,SUTLEJ AT U/S TATAPANI,HIMACHAL PRADESH,9,15,8,8.9,7.4,8.4,158,3745,BDL,1,BDL,0.56,11,79,280,920,2,9,,,,,,
4446,RIVER SUTLEJ U/S IANDFILL SITE RAMPUR,HIMACHAL PRADESH,8,14,8.4,9.2,7.3,8.5,148,3721,BDL,1.6,BDL,0.91,13,45,130,920,2,6,,,,,,
4447,RIVER STLUJ D/S LANDFILL SITE RAMPUR,HIMACHAL PRADESH,8,14,8.3,9,7.5,8.4,141,3763,BDL,6,BDL,1.03,4,110,13,1600,2,9,,,,,,
1014,SUTLEJ AT U/S SLAPPER,HIMACHAL PRADESH,14,23,8.3,9.6,7.4,8.4,85,221,BDL,1,BDL,0.51,22,84,94,280,2,2,,,,,,
1015,SUTLEJ AT D/S SLAPPER,HIMACHAL PRADESH,14,24,7.9,9.2,7.5,8.2,90,200,BDL,1,BDL,4.68,23,110,94,350,2,2,,,,,,
1016,SUTLEJ AT D/S BHAKHRA,HIMACHAL PRADESH,15,23.4,7.7,9.8,7.1,8.2,137,310,BDL,1,BDL,1.21,2,4,21,84,2,2,,,,,,
4032,U/S KHAIRIAN SOLID WASTE DUMPING SITE BILASPUR,HIMACHAL PRADESH,15,23,7.5,9.8,7.7,8.6,77,406,BDL,1,BDL,1.24,23,150,94,350,2,2,,,,,,
4033,D/S KHAIRIAN SOLID WASTE DUMPING SITE BILASPUR,HIMACHAL PRADESH,16,22,8.2,10.6,7.4,8.3,173,400,BDL,1.2,BDL,2.53,23,170,120,540,2,2,,,,,,
4450,RIVER SUTLEJ U/S CONFLUENCE WITH GANVI KHAND,HIMACHAL PRADESH,7,13,8.4,9.7,7.7,8.4,111,3774,BDL,1,BDL,0.56,8,36,70,920,2,2,,,,,,
4451,RIVER SUTLEJ D/S CONFLUENCE WITH GANVI KHAD,HIMACHAL PRADESH,7,13,8.4,9.8,7.7,8.3,140,3810,BDL,1,BDL,0.66,11,42,79,920,2,2,,,,,,
30009,SUTLEJ AT NANGAL (H.P.),INTER-STATE,,,8.9,10.2,7,8,223,1871,1,1.4,0.41,0.61,13,680,33,3300,7,45,,,,,,
30010,SUTLEJ AT NOORPUR BEDI ROAD (PUNJAB),INTER-STATE,,,9.1,9.8,7.3,8.1,221,1888,1,1,0.31,0.51,8,1100,170,7000,23,70,,,,,,
30087,"RIVER SUTLEJ U/S AT OLINDA, NEAR BHAKRA DAM,
H.P.",INTER-STATE,24,24,8.9,8.9,7.1,7.1,181,181,1,1,-,-,2,2,34,34,-,-,,,,,,
1814,"SUTLEJ AT D/S KIRATPUR SAHIB, PUNJAB",PUNJAB,11,29,7,10.6,7.3,8.4,194,306,1,1,1.1,2.69,82,230,250,700,-,-,,,,,,
2915,"SUTLEJ AT 100 MT. D/S OF PACL, NANGAL, PUNJAB",PUNJAB,12,24,7.5,10.3,7.5,8.5,196,377,1,1.2,1.2,2.61,20,93,140,340,-,-,,,,,,
1380,"SUTLEJ AT D/S NFL, PUNJAB",PUNJAB,12,23,8,9.9,7.7,10.2,190,376,1,1,1,3.2,20,110,140,330,-,-,,,,,,
10020,RIVER SUTLEJ AT ANANDPUR SAHIB,PUNJAB,12,28,7.6,10,7.4,8.8,225,369,1,1,1.2,3.98,82,220,310,490,-,-,,,,,,
10021,RIVER SUTLEJ AT BUNGA SAHIB,PUNJAB,12,19,7.4,10.5,7.6,8.5,190,271,1,1.2,1.3,1.86,100,260,330,630,-,-,,,,,,
10022,RIVER SUTLEJ AT PHILLAUR U/S,PUNJAB,14,37,6.4,7.4,7,7.4,232,320,1,4,BDL,0.9,120,1700,280,4900,-,-,,,,,,
10023,RIVER SUTLEJ AT PHAGWARA U/S (CHAHERU BRIDGE),PUNJAB,15,37,1.2,4,6.9,7.4,717,962,3.6,16,0.4,0.72,170,4000,790,11000,-,-,,,,,,
10024,RIVER SUTLEJ AT PHAGWARA D/S (KANGANIWAL BRIDGE),PUNJAB,15,36,0.3,1,7.1,7.4,1003,1104,10,20,0.8,1.6,700,13000,2600,33000,-,-,,,,,,
10027,RIVER SUTLEJ AT LUDHIANA U/S,PUNJAB,11,25,5.2,9.6,7.3,8.4,211,391,1,1.4,1.3,3.25,100,790,580,3500,-,-,,,,,,
10028,RIVER SUTLEJ AT LUDHIANA D/S,PUNJAB,13,28,0.3,6.8,6.7,7.7,243,1219,2,27,1.2,579,33000,330000,94000,840000,-,-,,,,,,
1017,"SUTLEJ AT 100M U/S OF HEADWORKS, NANGAL",PUNJAB,12,23,7.3,10.4,7.3,8.3,192,349,1,1,1,2.44,18,78,100,230,-,-,,,,,,
1018,"SUTLEJ AT 100M D/S , NANGAL",PUNJAB,11,24,7.9,10.2,7.3,8.5,187,302,1,1,1.2,2.41,11,110,170,330,-,-,,,,,,
1293,"SUTLEJ AT 1 KM. D/S OF ZENITH, PUNJAB",PUNJAB,11,22,6.5,9.9,7.3,8.5,204,421,1,1,1.2,2.56,170,780,580,2100,-,-,,,,,,
1019,SUTLEJ AT U/S HEAD WORKS ROPAR,PUNJAB,11,19,6.4,10.2,7.4,8.5,213,341,1,1.6,1.2,3.18,130,460,470,1700,-,-,,,,,,
1690,"SUTLEJ AT U/S BUDHA NALLAH (UPPER), PUNJAB",PUNJAB,11,27,6.3,9,7.4,8,221,436,1,3,1.3,2.6,170,1700,700,6300,-,-,,,,,,
1020,"SUTLEJ AT 100M D/S BUDHA NALA CONFL., LUDHIANA",PUNJAB,13,31,0.3,4.1,6.6,7.6,306,1410,5,38,1.4,5.96,70000,1400000,170000,2200000,-,-,,,,,,
1022,"SUTLEJ AT BRIDGE HARIKE, AMRITSAR",PUNJAB,11,29,4.1,7.2,6.8,8.2,264,438,1.2,4.2,1.1,3.74,260,2100,1100,7900,-,-,,,,,,
10025,"RIVER SUTLEJ AT JALANDHAR U/S (PEERU SHAH KA
DARGA",PUNJAB,15,36,0.3,0.3,7.1,7.4,1060,1124,42,68,1.4,2.6,9300,46000,28000,94000,-,-,,,,,,
10026,RIVER SUTLEJ AT JALANDHAR D/S (MALSIAN BRIDGE),PUNJAB,13,38,0.3,0.3,7.1,7.5,1058,1205,48,75,1,3.1,11000,46000,58000,110000,-,-,,,,,,
1021,"SUTLEJ AT BOAT BDG. DHARMKOTNAKODAR ROAD,
JALANDHAR",PUNJAB,12,30,1.8,5.8,6.9,8.2,292,642,1.8,14,1.1,2.4,11000,140000,58000,280000,-,-,,,,,,
1381,"SUTLEJ AT D/S EAST BEIN, PUNJAB",PUNJAB,13,31,0.3,5.6,6.9,8,287,939,2.2,15,1.1,2.66,22000,110000,84000,540000,-,-,,,,,,
1691,"SUTLEJ AT U/S HUSSANIWALA - H/W FEROZEPUR,
PUNJAB",PUNJAB,11,30,6.2,11.8,7.5,8.5,227,269,1,1.4,1.1,2.45,92,400,580,1200,-,-,,,,,,
1692,"SUTLEJ AT D/S HUSSANIWALA-H/W FEROZEPUR, PUNJAB",PUNJAB,10,39,6.4,11.6,7.4,8.5,229,268,1,1.5,1.1,2.3,110,400,610,1000,-,-,,,,,,
1088,RAVI AT U/S MADHOPUR,HIMACHAL PRADESH,10,32,6.9,9,6.9,7.9,118,265,BDL,1,BDL,1.16,2,4,22,63,2,2,,,,,,
1089,RAVI AT U/S CHAMBA,HIMACHAL PRADESH,3,16,8,9.5,7.3,8,101,281,BDL,1,BDL,6.2,2,2,20,33,2,2,,,,,,
2614,RAVI AT CHAMERA RESERVOIR,HIMACHAL PRADESH,3,20,8.1,9.4,7.6,7.8,123,232,BDL,1,BDL,1.21,2,4,25,110,2,2,,,,,,
2615,RAVI AT D/S AT CHAMERA III HEP,HIMACHAL PRADESH,3,16,8.2,9.8,7.3,8,101,303,BDL,1,BDL,3.1,2,2,21,46,2,2,,,,,,
2613,RAVI AT D/S OF CHAMBA TOWN,HIMACHAL PRADESH,3,16,7.8,9.5,6.8,7.8,127,328,BDL,1,BDL,2.09,2,4,26,41,2,2,,,,,,
30085,RAVI AT MADHOPUR (PUNJAB),INTER-STATE,33,33,8.1,8.1,7.8,7.8,159,159,1,1,BDL,0.5,20,20,94,94,-,-,,,,,,
1097,"RAVI AT U/S OF MADHOPUR HEADWORKS,
GURDASPUR, PUNJAB",PUNJAB,6,34,7.9,8.6,7.4,8.1,138,212,1,1.2,BDL,0.6,18,81,61,170,-,-,,,,,,
4059,"RANJIT SAGAR DAM, AT PANAGAR (BASOHIL)",JAMMU & KASHMIR,21,21,7.6,7.6,7.6,7.6,198,198,BDL,BDL,BDL,BDL,-,-,-,-,-,-,,,,,,
4082,"BAJU NALLAH AT KHOKHYAL NEAR BARAGE, CONFLUENCE POINT OF SAHAR-KHAD AND KATHUA
CITY NALLAHS",JAMMU & KASHMIR,22,22,6.2,6.2,8.1,8.1,339,339,1.8,1.8,-,-,BDL,BDL,BDL,BDL,-,-,,,,,,
4061,"RIVER RAVI AT LAKHANPUR, 1 km D/s FROM MADHOPUR BRIDGE",JAMMU & KASHMIR,22,22,7.5,7.5,7.8,7.8,264,264,BDL,BDL,BDL,BDL,-,-,-,-,-,-,,,,,,
1290,PARVATI BEFORE CONF. TO RIVER BEAS,HIMACHAL PRADESH,3,11,8.5,10.6,6.7,7.6,34,100,BDL,1,BDL,0.53,21,70,70,220,2,2,,,,,,
2605,PARVATI AT U/S MANIKARAN,HIMACHAL PRADESH,1,10,8.1,11.4,6.8,8.2,31,930,BDL,1,BDL,0.57,13,33,63,140,2,2,,,,,,
2606,PARVATI AT D/S MANIKARAN,HIMACHAL PRADESH,1,10,7.9,11.4,6.8,7.6,35,91,BDL,1,BDL,0.61,17,40,70,170,2,2,,,,,,
1090,"LARGI AT D/S, DWADA",HIMACHAL PRADESH,6,15,8.6,10.5,7.3,8,53,860,BDL,1,BDL,0.67,17,79,94,280,2,2,,,,,,
1551,"SIRSA RIVER , U/S SITOMAJRI NALLAHGARH",HIMACHAL PRADESH,17,30,5.8,8.5,6.6,8,281,924,BDL,2.2,-,-,4,21,17,49,2,2,,,,,,
1552,"SIRSA RIVER, D/S NALAGARH BRIDGE",HIMACHAL PRADESH,18,35,5.6,9.8,7.4,8.2,484,12290,BDL,1.8,-,-,11,49,32,220,2,2,,,,,,
1868,SIRSA RIVER AT D/S NALAGARH DISTT. SOLAN,HIMACHAL PRADESH,18,36,5.8,9.9,7.1,8.2,423,1246,1,2.8,-,-,9,22,26,110,2,2,,,,,,
2616,SIUEL AT D/S SURGANI,HIMACHAL PRADESH,3,18,8.2,9.4,7.3,7.9,129,246,BDL,1,BDL,1.25,2,2,21,63,2,2,,,,,,
2607,SUKETI KHAD AT D/S MANDI,HIMACHAL PRADESH,16,22,8.2,9.9,7.7,8.6,210,342,BDL,1,BDL,2.7,38,1600,280,1600,2,2,,,,,,
2608,BINWA AT D/S PAPROLA/BAIJNATH,HIMACHAL PRADESH,11,23,7.3,9.2,7.5,8,94,163,BDL,1,BDL,1.09,2,4,21,110,2,2,,,,,,
2609,NEUGAL AT D/S THURAL,HIMACHAL PRADESH,10,30,8.6,9.1,7.5,8.1,111,284,BDL,1,BDL,1.59,2,2,17,47,2,2,,,,,,
2610,SPITI AT KHAB,HIMACHAL PRADESH,6,8,9.4,9.9,7.4,8.4,357,2900,BDL,BDL,BDL,0.95,11,120,130,350,-,-,,,,,,
2612,BASPA AT U/S RESERVOIR BASPA PROJECT,HIMACHAL PRADESH,6,11,9.2,9.8,7.5,8.5,138,3651,BDL,1,BDL,0.64,2,46,33,350,2,2,,,,,,
2755,"BANGANGA (BATHING GHAT), KATRA,",JAMMU & KASHMIR,11,23,6.1,7.5,8.2,8.7,280,380,1.1,4.2,BDL,0.78,-,-,-,-,-,-,,,,,,
2756,BANGANGA (IN FRONT OF PONY SHED NEAR REASI BRIDGE),JAMMU & KASHMIR,11,24,6.1,7.7,8.4,8.6,300,342,1.4,5.6,BDL,0.79,-,-,-,-,-,-,,,,,,
2752,"BASANTER U/S (R.H.S) SAMBA (BELOW NH-1A
BRIDGE),",JAMMU & KASHMIR,15,22,6.4,7.4,8.4,8.5,210,340,1,1.6,BDL,0.72,-,-,-,-,-,-,,,,,,
2748,CHENAB AT L.H.S.(BELOW BRIDGE CHENAB),JAMMU & KASHMIR,13,16,8.2,9,7.8,8.1,126,180,BDL,BDL,BDL,BDL,-,-,-,-,-,-,,,,,,
2749,"CHENAB AT BLIND CURVE SHAMSHAN GHAT (1.5 KM
U/S FR",JAMMU & KASHMIR,13,16,8,9.1,7.7,8.1,128,180,BDL,BDL,BDL,BDL,-,-,-,-,-,-,,,,,,
2750,"CHENAB RIVER AT CHADRA GAON VIEW POINT(4 KM
U/S F",JAMMU & KASHMIR,13,16,8,9.1,7.6,8.1,128,183,BDL,BDL,BDL,BDL,-,-,-,-,-,-,,,,,,
2751,"CHENAB AT JAL PATAN MANDIR AFTER MEETING WITH MAIN DRAIN OF AKHNOOR CITY(1.5 KMD/S
FROM SPOT)",JAMMU & KASHMIR,13,16,8.3,8.3,8.1,8.2,104,184,BDL,BDL,BDL,BDL,-,-,-,-,-,-,,,,,,
2754,"DEVAK RIVER UDHAMPUR(NEAR SHIV MANDIR
D/S)L.H.S.",JAMMU & KASHMIR,16,24,5,6.7,7.3,7.9,430,540,3,7.2,0.3,1.9,-,-,-,-,-,-,,,,,,
2757,DEVAK RIVER AT UTTERBEHNI,JAMMU & KASHMIR,16,20,8.1,8.2,8.6,8.8,386,400,BDL,BDL,BDL,BDL,-,-,-,-,-,-,,,,,,
2742,"TAWI AT SHETALI LIFTING POINT NAGROTA(5KM U/S
TAWI",JAMMU & KASHMIR,14,23,7.7,9.1,7.4,8.2,100,286,BDL,BDL,BDL,BDL,-,-,-,-,-,-,,,,,,
2743,"TAWI AT BAGH-E-BAHU LIFTING POINT(1 KM U/S
TAWI BRIDGE",JAMMU & KASHMIR,14,23,7.3,9,7.2,8.3,110,373,BDL,BDL,BDL,BDL,-,-,-,-,-,-,,,,,,
1412,"TAWI AT JAMMU U/S, (TAWI BRIDGE )",JAMMU & KASHMIR,14.2,25,5.2,6.8,7.8,8.6,440,650,2,2.5,BDL,0.47,-,-,-,-,-,-,,,,,,
2744,TAWI BELOW TAWI BRIDGE,JAMMU & KASHMIR,14,24,6.5,8.2,7.2,8.7,114,380,1.5,2.8,BDL,BDL,-,-,-,-,-,-,,,,,,
2745,TAWI BAGHWATI NAGAR (2KM D/S TAWI BRIDGE,JAMMU & KASHMIR,14,24,5.2,8,7.7,8.9,120,705,3,8.5,BDL,0.3,-,-,-,-,-,-,,,,,,
2746,TAWI AT BELICHARANA(4KM D/S TAWI BRIDGE),JAMMU & KASHMIR,14,24,7.2,8.5,7.5,8.7,116,353,BDL,1,BDL,BDL,-,-,-,-,-,-,,,,,,
2747,TAWI AT SURAJPUR CHATHA(10 KM D/S TAWI BRIDGE)BELO,JAMMU & KASHMIR,14,24,7.5,8.6,7.5,8.6,118,350,BDL,BDL,BDL,1,-,-,-,-,-,-,,,,,,
1307,RIVER CHUNT KOL (MAULANA AZAD BRIDGE),JAMMU & KASHMIR,16.9,27,1.5,5.5,7.1,7.5,131,320,2.5,6.8,-,-,-,-,-,-,-,-,,,,,,
1306,"RIVER GAWKADAL, SRG (SHERGHARI, SRG)",JAMMU & KASHMIR,15.5,21.5,4.1,6.7,7.0,8.1,123,333,2.0,3.7,-,-,-,-,-,-,-,-,,,,,,
1304,RIVER JHELUM AT ANANTNAG D/S,JAMMU & KASHMIR,12,22,5.5,8.5,7.2,7.7,156,425,1.3,4.3,-,-,-,-,-,-,-,-,,,,,,
1410,"RIVER JHELUM AT DALAGATE (INLET), SRINAGAR",JAMMU & KASHMIR,14.8,22,4.7,9.8,7.1,8.8,126,321,1.5,3.3,-,-,-,-,-,-,-,-,,,,,,
1411,RIVER JHELUM AT CHATTABAL WEIR (OUTLET,JAMMU & KASHMIR,14.1,28.1,4.2,6.5,7.1,7.8,125,335,1.7,3.1,-,-,-,-,-,-,-,-,,,,,,
3272,RIVER JHELUM AT VERINAG,JAMMU & KASHMIR,12,18,6.3,8.0,7.1,7.6,270,355,BDL,BDL,-,-,-,-,-,-,-,-,,,,,,
3273,"RIVER JHELUM AT SANGAM, CONFLUENCE POINT OF VISHAV NALLAH",JAMMU & KASHMIR,11,23,5,7,7.2,7.7,113,318,1.5,2.0,-,-,-,-,-,-,-,-,,,,,,
3274,RIVER JHELUM AT AWANTIPORA,JAMMU & KASHMIR,11,22.5,4.9,6,7.5,7.6,192,277,1.6,2.1,-,-,-,-,-,-,-,-,,,,,,
3275,RIVER JHELUM AT PAMPORE,JAMMU & KASHMIR,10,25.5,4.6,7.7,7.3,7.6,106,312,1.7,2.6,-,-,-,-,-,-,-,-,,,,,,
3276,"RIVER JHELUM AT SOPORE, CONFLUENCE POINT OF WULAR LAKE",JAMMU & KASHMIR,11.8,25.8,4.3,8.5,7.2,7.6,165,300,1.5,3.0,-,-,-,-,-,-,-,-,,,,,,
3277,RIVER JHELUM AT BARAMULLA D/S,JAMMU & KASHMIR,12,25.5,5,6.6,7.2,7.7,175,370,1.8,3.2,-,-,-,-,-,-,-,-,,,,,,
4053,RIVER JHELUM AT BIJEHARA,JAMMU & KASHMIR,11,22,4.9,6.5,7.5,7.6,163,363,1.3,2.0,-,-,-,-,-,-,-,-,,,,,,
